sale_id,date,make,model,year,body_style,color,mileage,condition,price,sale_price,customer_id,customer_name,dealer_name,city,state,payment_type,financing_bank
722,2025-01-06,Chevrolet,Silverado,2024,Convertible,Beige,52503,Excellent,48511.51,47020.35,CUST0722,Jodi Ochoa,Cabrera-Williams Auto,Parkerfurt,NY,Financing,Wells Fargo
723,2024-01-09,Audi,A4,2020,Sedan,Red,58383,Excellent,34977.24,34636.59,CUST0723,Gail Adams,"Fox, Moore and Brewer Auto",Josemouth,MI,Financing,Citi
724,2024-08-02,Audi,A4,2019,SUV,Black,64066,Certified Pre-Owned,37189.52,36086.17,CUST0724,Dr. David Carr,"Jimenez, Thomas and Medina Auto",Estesfurt,NY,Financing,LightStream
725,2025-03-06,Toyota,RAV4,2021,Sedan,Blue,2628,Good,63233.42,62356.04,CUST0725,Patricia Kennedy,Beasley-Baker Auto,Bookerhaven,NY,Cash,Bank of America
726,2024-07-08,BMW,X5,2024,Coupe,Silver,40726,Excellent,42000.44,41527.47,CUST0726,Amy Francis,"Booker, Gonzales and Warren Auto",Jillstad,GA,Lease,Capital One
727,2025-01-12,Audi,A4,2024,SUV,Blue,60875,Good,26199.03,25853.92,CUST0727,Scott Stone,Steele Inc Auto,Woodville,AZ,Lease,Wells Fargo
728,2024-01-10,Honda,Accord,2022,Coupe,White,59748,Certified Pre-Owned,47112.29,46293.13,CUST0728,Erik King,Weaver PLC Auto,Lucasshire,TX,Financing,LightStream
729,2024-05-01,Toyota,RAV4,2022,Convertible,Silver,43775,Certified Pre-Owned,48722.83,47677.19,CUST0729,Kathleen Herrera,Miles Ltd Auto,Jennifermouth,PA,Lease,Ally Financial
730,2024-02-04,Volkswagen,Jetta,2020,Convertible,White,3393,Good,27498.29,26557.09,CUST0730,Steven Wall,Moon Inc Auto,Clarkeberg,AZ,Cash,US Bank
731,2025-06-12,Mazda,CX-5,2019,Truck,Blue,16852,Fair,29475.82,28652.67,CUST0731,Mitchell Neal,Gross-Lynch Auto,Watershaven,IL,Financing,Bank of America
732,2024-10-22,Toyota,RAV4,2023,SUV,Black,73055,Good,71927.47,70193.64,CUST0732,Logan Hamilton,Wright Inc Auto,South Valeriechester,TX,Lease,Ally Financial
733,2024-12-22,Toyota,RAV4,2025,Coupe,White,56988,Excellent,20985.13,20569.27,CUST0733,Rachel Fletcher,"Guerra, Nicholson and Pruitt Auto",Mortonport,PA,Financing,Capital One
734,2024-05-08,Nissan,Rogue,2021,Coupe,Blue,40988,Excellent,68736.0,65701.2,CUST0734,Laura White,Brown-Johnson Auto,East Melissatown,NY,Lease,Citi
735,2024-10-12,Ford,Mustang,2024,Sedan,Gray,47283,Fair,72831.1,69777.12,CUST0735,Maria Howe,Willis-Marquez Auto,East Erik,NY,Cash,Wells Fargo
736,2024-11-22,Tesla,Model Y,2019,Hatchback,Green,59133,Fair,17149.17,16429.33,CUST0736,John Wiley,Martin LLC Auto,South Kristi,OH,Lease,Bank of America
737,2024-10-16,Chevrolet,Silverado,2023,Coupe,White,30470,Certified Pre-Owned,70189.87,69357.99,CUST0737,Frank Lopez,Richards Group Auto,Noblestad,TX,Lease,LightStream
738,2024-09-28,Toyota,Camry,2023,Truck,Gray,24459,Good,42858.7,42125.7,CUST0738,Julia Adams,"Hughes, Price and Young Auto",Aaronstad,CA,Cash,US Bank
739,2025-01-27,Tesla,Model 3,2021,Coupe,Beige,66885,Good,36433.83,35287.8,CUST0739,James Gallagher,Wheeler Group Auto,Robertsmouth,MI,Lease,Citi
740,2024-07-31,Mercedes,C-Class,2024,Hatchback,Blue,40557,Fair,30292.73,29736.41,CUST0740,Laura Hunt,Williams Ltd Auto,Murphyside,AZ,Lease,Bank of America
741,2024-12-16,Toyota,Camry,2024,Coupe,Beige,25281,Good,75505.98,72463.04,CUST0741,Yolanda Spencer,Jones Group Auto,Monroetown,AZ,Cash,Chase
742,2024-03-16,BMW,X5,2018,SUV,Silver,10009,Fair,32859.0,32641.39,CUST0742,Tammy Snyder,"Huber, Davis and Davis Auto",Lake Matthewhaven,TX,Lease,Wells Fargo
743,2025-01-14,Ford,Explorer,2025,Sedan,Green,78912,Fair,32071.88,30809.02,CUST0743,Angela David,Cox and Sons Auto,Port James,PA,Lease,Wells Fargo
744,2024-06-19,Toyota,Corolla,2021,Sedan,Silver,2427,Excellent,47671.57,45608.32,CUST0744,Brenda Flynn,Snyder-Nguyen Auto,Kaitlynmouth,NY,Lease,Wells Fargo
745,2024-03-18,Subaru,Outback,2021,Sedan,Red,338,Excellent,53189.01,52712.02,CUST0745,Charles Stewart,Parsons and Sons Auto,West Danashire,OH,Lease,Ally Financial
746,2024-07-03,Chevrolet,Silverado,2025,Hatchback,Green,67221,Excellent,78976.94,75338.57,CUST0746,Dr. Elizabeth Cortez,Howard-West Auto,Port Brandon,CA,Cash,Chase
747,2024-10-30,Chevrolet,Silverado,2018,Coupe,White,10386,Fair,15398.59,15377.36,CUST0747,Mark King,Garcia-Jackson Auto,Lake Marc,NY,Cash,US Bank
748,2024-12-08,Ford,Mustang,2021,Truck,Gray,24348,Certified Pre-Owned,42058.67,41881.43,CUST0748,Sharon Harris,"Hernandez, Owen and Rodriguez Auto",Ryanstad,TX,Lease,Bank of America
749,2025-03-08,Honda,Civic,2023,Convertible,Black,62125,Good,32294.19,31216.17,CUST0749,James Wheeler,Cooper-Wright Auto,East Sonyaview,AZ,Lease,Bank of America
750,2024-04-10,Kia,Sportage,2024,Convertible,Black,30794,Excellent,69759.29,69734.38,CUST0750,Karen Harvey,"Roth, Hull and Lam Auto",Lake Nicholas,GA,Financing,Bank of America
751,2024-10-24,Audi,A4,2024,Sedan,Red,75228,Good,35604.63,35069.42,CUST0751,Raymond Velasquez,Tyler-English Auto,New Anthony,IL,Lease,Citi
752,2025-01-15,Tesla,Model 3,2024,Sedan,Green,68136,Excellent,16628.82,16271.32,CUST0752,Melissa Santiago,Banks Group Auto,Lake Krystaltown,CA,Cash,Bank of America
753,2024-09-24,Chevrolet,Tahoe,2021,Truck,Gray,79752,Certified Pre-Owned,79351.88,77036.21,CUST0753,Joshua Molina,Brown-Baker Auto,West Christianville,IL,Financing,Citi
754,2024-09-24,Nissan,Altima,2022,Sedan,White,76466,Good,73165.87,71310.75,CUST0754,Jennifer Rivera,Jones PLC Auto,Lake Joseph,GA,Cash,Bank of America
755,2024-08-23,BMW,3 Series,2021,Truck,Gray,23470,Excellent,36759.98,36399.91,CUST0755,Ray Coleman,Yu-Glover Auto,Richardside,OH,Financing,Wells Fargo
756,2024-08-19,Chevrolet,Silverado,2018,Sedan,Blue,53975,Certified Pre-Owned,71169.96,68680.55,CUST0756,Jerry Hoover,"Parker, Sanders and Stevenson Auto",Nicoleton,IL,Lease,Ally Financial
757,2024-11-16,Chevrolet,Tahoe,2023,Convertible,Gray,21362,Certified Pre-Owned,78802.66,75245.78,CUST0757,Lisa Howard,"Griffin, Gardner and James Auto",Alejandrohaven,IL,Cash,Ally Financial
758,2024-01-10,Mazda,CX-5,2025,Sedan,Black,74153,Fair,64186.74,63134.77,CUST0758,Brian Miller,Owen-Wong Auto,New Brianside,NY,Financing,Citi
759,2024-07-06,Hyundai,Tucson,2019,Hatchback,Green,52478,Excellent,55739.85,53606.26,CUST0759,Tracie Cummings,"Hernandez, Collins and Hampton Auto",North Ericside,PA,Financing,Chase
760,2025-05-25,Kia,Sportage,2023,Hatchback,Green,69552,Fair,25086.28,25064.06,CUST0760,Kimberly Brown,Smith and Sons Auto,East Teresaville,CA,Financing,Citi
761,2025-01-21,Kia,Sportage,2022,Truck,Red,63447,Good,24386.25,23184.02,CUST0761,Betty Evans,Ramirez-Washington Auto,Fergusonshire,MI,Cash,Chase
762,2024-12-12,Ford,Mustang,2025,Sedan,Silver,6782,Good,16540.96,16087.9,CUST0762,Sharon Diaz,Smith-Mitchell Auto,Johnsonmouth,OH,Lease,Capital One
763,2024-03-27,Hyundai,Tucson,2022,Coupe,Blue,68223,Excellent,48758.52,46820.98,CUST0763,Christopher Edwards,"Gonzalez, Reed and Bush Auto",East Donnabury,PA,Lease,Bank of America
764,2025-01-24,Tesla,Model 3,2021,Hatchback,Black,35887,Fair,31662.42,30114.8,CUST0764,Felicia Williams,Diaz-Lee Auto,Hardyville,CA,Financing,Chase
765,2024-03-16,Subaru,Outback,2019,Sedan,Beige,4388,Certified Pre-Owned,50980.9,49050.65,CUST0765,David Warren,Gibbs Ltd Auto,East Meghanview,CA,Cash,US Bank
766,2024-02-20,Audi,Q5,2023,Hatchback,Gray,32877,Good,34787.31,34191.0,CUST0766,Emily Meyer,Allen and Sons Auto,Coopertown,MI,Cash,Chase
767,2024-12-21,Subaru,Outback,2022,SUV,Green,19150,Fair,59094.99,56629.0,CUST0767,Justin Byrd,Lee Ltd Auto,East Kyle,OH,Financing,Capital One
768,2024-07-02,Toyota,RAV4,2022,Sedan,Black,7675,Certified Pre-Owned,32480.46,32377.77,CUST0768,Ms. Dawn Wilson,King-Harrison Auto,North Stevenbury,AZ,Cash,Wells Fargo
769,2025-02-10,Honda,Civic,2023,Coupe,Black,14507,Certified Pre-Owned,24467.18,23556.69,CUST0769,Melissa Lee,Griffin Group Auto,North Brianburgh,TX,Financing,Citi
770,2025-01-05,Honda,CR-V,2022,Hatchback,Red,17763,Certified Pre-Owned,63758.76,60691.28,CUST0770,Joseph Costa,Fry-Nguyen Auto,Robertview,GA,Cash,Wells Fargo
771,2025-02-21,Honda,Civic,2024,Convertible,Black,7909,Fair,68157.34,66156.69,CUST0771,Jeffery Melton,Scott Inc Auto,Stonemouth,CA,Cash,Bank of America
772,2024-08-22,Honda,CR-V,2021,Coupe,Beige,75982,Excellent,29251.31,28806.68,CUST0772,James Summers,Blake-Johnson Auto,Carlastad,GA,Financing,Ally Financial
773,2024-01-17,Nissan,Altima,2024,SUV,Gray,50886,Good,57285.0,57014.85,CUST0773,Michael Brown,Vega-Meyers Auto,Transtad,MI,Financing,Bank of America
774,2024-10-18,Chevrolet,Silverado,2021,SUV,White,63788,Good,34973.33,33912.03,CUST0774,Yesenia Walker,Mahoney-Harrington Auto,Lake Christopherburgh,IL,Lease,Chase
775,2024-09-06,Chevrolet,Tahoe,2021,Truck,Red,971,Excellent,48308.52,48298.38,CUST0775,Brittany Russo,Simmons Ltd Auto,Port Brandonfurt,AZ,Lease,US Bank
776,2024-10-24,Honda,CR-V,2019,Truck,Beige,64465,Good,43339.56,41674.09,CUST0776,Christopher Graham,Webb-Mckenzie Auto,Estradabury,FL,Cash,Chase
777,2025-02-25,Volkswagen,Jetta,2025,Sedan,Red,76415,Excellent,27026.62,26062.7,CUST0777,Justin Davis,"Faulkner, Beard and Sanchez Auto",South Lisaside,TX,Financing,LightStream
778,2024-06-24,Hyundai,Tucson,2019,Convertible,Red,48241,Fair,39253.19,37950.28,CUST0778,Jeremy Lopez,Warner-Smith Auto,Jacobburgh,FL,Lease,Capital One
779,2024-02-16,Ford,Explorer,2021,Coupe,Gray,16805,Excellent,55749.75,53354.07,CUST0779,Jill Adams,Carrillo Group Auto,Perryberg,MI,Financing,Wells Fargo
780,2024-01-17,Ford,Explorer,2025,Hatchback,Silver,2948,Excellent,75201.92,73961.08,CUST0780,Andrea Baker,"Cooper, Thomas and Holt Auto",Lake Zachary,FL,Lease,Bank of America
781,2024-07-15,Nissan,Altima,2025,Hatchback,Gray,34432,Excellent,79284.02,76841.91,CUST0781,Crystal Ellis,"Quinn, Castillo and Perez Auto",New Brianchester,FL,Cash,US Bank
782,2025-04-27,Nissan,Altima,2023,SUV,Black,38143,Excellent,69665.58,67978.61,CUST0782,Tammy Pena,Richard Inc Auto,East Glennstad,OH,Financing,Wells Fargo
783,2024-10-09,Subaru,Outback,2023,Truck,Black,28784,Good,29763.78,28601.03,CUST0783,Patrick Mcpherson,Oneal-Griffith Auto,Kimhaven,CA,Cash,Bank of America
784,2024-06-26,Honda,Civic,2021,SUV,Black,36961,Fair,19284.25,18729.15,CUST0784,Marc Diaz,Hart Ltd Auto,East Kevin,NY,Financing,LightStream
785,2024-02-09,Audi,Q5,2018,Hatchback,Silver,62707,Good,77694.06,75251.78,CUST0785,Brent Ellis,Duffy and Sons Auto,New Jonathanborough,PA,Cash,Wells Fargo
786,2025-01-24,Mercedes,C-Class,2018,Convertible,Beige,76507,Certified Pre-Owned,63131.77,61753.49,CUST0786,Eric Mclaughlin,Sullivan-Erickson Auto,West Sandra,MI,Financing,Wells Fargo
787,2025-03-29,BMW,3 Series,2024,Sedan,Black,27746,Fair,58670.65,57016.24,CUST0787,Mitchell Daniels,"Smith, Lutz and Chase Auto",South Dana,OH,Cash,LightStream
788,2024-09-17,Volkswagen,Jetta,2024,Coupe,Silver,58618,Certified Pre-Owned,66106.97,64844.75,CUST0788,Margaret Williams,Nguyen-Compton Auto,Michelleside,GA,Cash,Citi
789,2024-06-24,Hyundai,Tucson,2024,Sedan,Black,37051,Certified Pre-Owned,47891.92,47761.58,CUST0789,Sydney Taylor,Larson and Sons Auto,Smithview,PA,Financing,Chase
790,2025-05-08,Nissan,Rogue,2023,Sedan,Silver,63384,Excellent,56274.86,53821.66,CUST0790,Michelle Holmes,Dennis Ltd Auto,North Randy,CA,Lease,US Bank
791,2024-10-19,Honda,Accord,2020,SUV,Silver,27555,Good,77154.42,74721.5,CUST0791,Dwayne Schneider,"Sullivan, Williams and Reyes Auto",East Jenniferfurt,MI,Cash,US Bank
792,2024-03-29,Ford,F-150,2021,Coupe,Green,61822,Excellent,22261.02,22144.14,CUST0792,Teresa Jones,Thomas LLC Auto,Hallfurt,IL,Lease,US Bank
793,2024-05-02,Mercedes,C-Class,2025,Sedan,Black,15427,Fair,17578.44,16800.13,CUST0793,Kristen Moore,Murphy-Perry Auto,Port Lynnton,OH,Financing,LightStream
794,2024-11-08,Honda,Accord,2021,Sedan,Red,48358,Certified Pre-Owned,52888.34,52659.61,CUST0794,Adam Ward,Patterson-Stone Auto,Tamaraberg,MI,Financing,Chase
795,2024-05-24,Honda,CR-V,2024,Hatchback,Blue,44422,Good,34592.6,33226.6,CUST0795,Dorothy Olson,"Holloway, Hess and Williams Auto",Martinhaven,MI,Lease,US Bank
796,2024-01-21,Volkswagen,Jetta,2024,Sedan,Blue,60514,Certified Pre-Owned,63149.89,62678.4,CUST0796,Connie Rhodes DDS,Campbell-Giles Auto,Lake Jennifer,MI,Financing,Ally Financial
797,2024-02-02,Toyota,Camry,2018,Sedan,Beige,69286,Excellent,38203.44,37618.38,CUST0797,Stephanie Finley,"Ballard, Kennedy and Delgado Auto",West Steven,IL,Lease,US Bank
798,2024-08-04,Ford,Explorer,2018,Convertible,Blue,22280,Fair,18929.04,18676.62,CUST0798,Jessica Walsh,"Gibson, Sherman and Gray Auto",Johnbury,IL,Financing,Citi
799,2024-02-02,Mercedes,E-Class,2021,Truck,Blue,70612,Excellent,41390.9,40206.63,CUST0799,Christopher Scott,Scott-Colon Auto,South Kristinside,GA,Lease,LightStream
800,2024-05-21,Honda,Civic,2019,Convertible,Silver,64196,Excellent,50006.79,47696.53,CUST0800,Brandon James,Cantrell LLC Auto,Mcdowellton,PA,Lease,Citi
